model,base_url,temperature,seed,dataset,case_count,routes,route_config_sha256,prompt_version,scoring_formula,token_one,token_zero,created_at_utc,id,difficulty,message,expected_route,predicted_route,correct,score_margin,ranking_confidence_relative,candidates_json,latency_sec,prompt_tokens,completion_tokens,error
qwen3-4b,http://localhost:8000,0.0,0,dataset_v2.jsonl,30,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,independent-v1,logP(1)-logP(0),16,15,2026-09-04T12:22:08.466156+00:00,case_011,easy,Теперь создай отпуск Иванову.,NEW,CONTINUE,False,19.156249977648265,0.9999999952076741,"[{""completion_tokens"": 1, ""latency_sec"": 0.047848228000020754, ""logp_match"": -1.1920928244535389e-07, ""logp_no_match"": -15.9375, ""match_probability_binary"": 0.9999998802069302, ""name"": ""CONTINUE"", ""prompt_tokens"": 296, ""relative_ranking_softmax"": 0.9999999952076741, ""sampled_token"": ""1"", ""score"": 15.937499880790718}, {""completion_tokens"": 1, ""latency_sec"": 0.044828415999973004, ""logp_match"": -3.2579758167266846, ""logp_no_match"": -0.03922571986913681, ""match_probability_binary"": 0.03846618843589848, ""name"": ""NEW"", ""prompt_tokens"": 308, ""relative_ranking_softmax"": 4.792325836852583e-09, ""sampled_token"": ""0"", ""score"": -3.2187500968575478}]",0.09267664399999376,604,2,
qwen3-4b,http://localhost:8000,0.0,0,dataset_v2.jsonl,30,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,independent-v1,logP(1)-logP(0),16,15,2026-09-04T12:22:08.466156+00:00,case_012,easy,"Да, у всех отчётов белый экран.",CONTINUE,CONTINUE,True,6.484375476811692,0.9984752143347015,"[{""completion_tokens"": 1, ""latency_sec"": 0.05495224200001303, ""logp_match"": 0.0, ""logp_no_match"": -18.328125, ""match_probability_binary"": 0.9999999890302572, ""name"": ""CONTINUE"", ""prompt_tokens"": 302, ""relative_ranking_softmax"": 0.9984752143347015, ""sampled_token"": ""1"", ""score"": 18.328125}, {""completion_tokens"": 1, ""latency_sec"": 0.04031176800003777, ""logp_match"": -7.152531907195225e-06, ""logp_no_match"": -11.843756675720215, ""match_probability_binary"": 0.9999928167361751, ""name"": ""NEW"", ""prompt_tokens"": 314, ""relative_ranking_softmax"": 0.0015247856652985167, ""sampled_token"": ""1"", ""score"": 11.843749523188308}]",0.0952640100000508,616,2,
qwen3-4b,http://localhost:8000,0.0,0,dataset_v2.jsonl,30,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,independent-v1,logP(1)-logP(0),16,15,2026-09-04T12:22:08.466156+00:00,case_013,medium,А адрес доставки ещё можно изменить?,CONTINUE,CONTINUE,True,3.7031252384185507,0.9759464527024438,"[{""completion_tokens"": 1, ""latency_sec"": 0.050742052000032345, ""logp_match"": 0.0, ""logp_no_match"": -18.921875, ""match_probability_binary"": 0.9999999939419326, ""name"": ""CONTINUE"", ""prompt_tokens"": 288, ""relative_ranking_softmax"": 0.9759464527024438, ""sampled_token"": ""1"", ""score"": 18.921875}, {""completion_tokens"": 1, ""latency_sec"": 0.04093040600002951, ""logp_match"": -2.3841855067985307e-07, ""logp_no_match"": -15.21875, ""match_probability_binary"": 0.9999997542005818, ""name"": ""NEW"", ""prompt_tokens"": 300, ""relative_ranking_softmax"": 0.024053547297556224, ""sampled_token"": ""1"", ""score"": 15.21874976158145}]",0.09167245800006185,588,2,
qwen3-4b,http://localhost:8000,0.0,0,dataset_v2.jsonl,30,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,independent-v1,logP(1)-logP(0),16,15,2026-09-04T12:22:08.466156+00:00,case_014,medium,А где изменить email в профиле?,NEW,CONTINUE,False,21.781249882138127,0.999999999652845,"[{""completion_tokens"": 1, ""latency_sec"": 0.04661803500005135, ""logp_match"": -5.149708886165172e-05, ""logp_no_match"": -9.875051498413086, ""match_probability_binary"": 0.9999485577863259, ""name"": ""CONTINUE"", ""prompt_tokens"": 289, ""relative_ranking_softmax"": 0.999999999652845, ""sampled_token"": ""1"", ""score"": 9.875000001324224}, {""completion_tokens"": 1, ""latency_sec"": 0.04050667500007421, ""logp_match"": -11.906256675720215, ""logp_no_match"": -6.794906312279636e-06, ""match_probability_binary"": 6.74805239431716e-06, ""name"": ""NEW"", ""prompt_tokens"": 301, ""relative_ranking_softmax"": 3.47154953950546e-10, ""sampled_token"": ""0"", ""score"": -11.906249880813903}]",0.08712471000012556,590,2,
qwen3-4b,http://localhost:8000,0.0,0,dataset_v2.jsonl,30,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,independent-v1,logP(1)-logP(0),16,15,2026-09-04T12:22:08.466156+00:00,case_015,medium,"На /reports, в основном при больших отчётах.",CONTINUE,CONTINUE,True,3.5468752384185507,0.9719924858845032,"[{""completion_tokens"": 1, ""latency_sec"": 0.0540972869999905, ""logp_match"": 0.0, ""logp_no_match"": -18.828125, ""match_probability_binary"": 0.9999999933465147, ""name"": ""CONTINUE"", ""prompt_tokens"": 292, ""relative_ranking_softmax"": 0.9719924858845032, ""sampled_token"": ""1"", ""score"": 18.828125}, {""completion_tokens"": 1, ""latency_sec"": 0.03806490500005566, ""logp_match"": -2.3841855067985307e-07, ""logp_no_match"": -15.28125, ""match_probability_binary"": 0.9999997690928124, ""name"": ""NEW"", ""prompt_tokens"": 304, ""relative_ranking_softmax"": 0.028007514115496963, ""sampled_token"": ""1"", ""score"": 15.28124976158145}]",0.09216219200004616,596,2,
qwen3-4b,http://localhost:8000,0.0,0,dataset_v2.jsonl,30,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,independent-v1,logP(1)-logP(0),16,15,2026-09-04T12:22:08.466156+00:00,case_016,medium,Как создать нового пользователя через API?,NEW,NEW,True,7.968750008381903,0.9996540083997209,"[{""completion_tokens"": 1, ""latency_sec"": 0.04460445200004415, ""logp_match"": -2.753335475921631, ""logp_no_match"": -0.0658353641629219, ""match_probability_binary"": 0.06371498758495588, ""name"": ""CONTINUE"", ""prompt_tokens"": 285, ""relative_ranking_softmax"": 0.0003459916002791507, ""sampled_token"": ""0"", ""score"": -2.687500111758709}, {""completion_tokens"": 1, ""latency_sec"": 0.045291550000001735, ""logp_match"": -0.005073173902928829, ""logp_no_match"": -5.286323070526123, ""match_probability_binary"": 0.99493966744756, ""name"": ""NEW"", ""prompt_tokens"": 297, ""relative_ranking_softmax"": 0.9996540083997209, ""sampled_token"": ""1"", ""score"": 5.281249896623194}]",0.08989600200004588,582,2,
qwen3-4b,http://localhost:8000,0.0,0,dataset_v2.jsonl,30,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,independent-v1,logP(1)-logP(0),16,15,2026-09-04T12:22:08.466156+00:00,case_017,medium,Можно вместо графика вывести таблицу?,CONTINUE,CONTINUE,True,11.312500008381903,0.999987780924082,"[{""completion_tokens"": 1, ""latency_sec"": 0.051310515000068335, ""logp_match"": 0.0, ""logp_no_match"": -16.90625, ""match_probability_binary"": 0.9999999545316812, ""name"": ""CONTINUE"", ""prompt_tokens"": 287, ""relative_ranking_softmax"": 0.999987780924082, ""sampled_token"": ""1"", ""score"": 16.90625}, {""completion_tokens"": 1, ""latency_sec"": 0.040597757000000456, ""logp_match"": -0.003714093007147312, ""logp_no_match"": -5.597464084625244, ""match_probability_binary"": 0.9962927470946552, ""name"": ""NEW"", ""prompt_tokens"": 299, ""relative_ranking_softmax"": 1.2219075918073148e-05, ""sampled_token"": ""1"", ""score"": 5.593749991618097}]",0.09190827200006879,586,2,
qwen3-4b,http://localhost:8000,0.0,0,dataset_v2.jsonl,30,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,independent-v1,logP(1)-logP(0),16,15,2026-09-04T12:22:08.466156+00:00,case_018,medium,А как подключить новый MCP-инструмент?,NEW,CONTINUE,False,12.625000250758603,0.9999967112517593,"[{""completion_tokens"": 1, ""latency_sec"": 0.04664171899992198, ""logp_match"": -0.0013259199913591146, ""logp_no_match"": -6.626326084136963, ""match_probability_binary"": 0.9986749777999954, ""name"": ""CONTINUE"", ""prompt_tokens"": 289, ""relative_ranking_softmax"": 0.9999967112517593, ""sampled_token"": ""1"", ""score"": 6.625000164145604}, {""completion_tokens"": 1, ""latency_sec"": 0.04092702899993128, ""logp_match"": -6.002475738525391, ""logp_no_match"": -0.0024756519123911858, ""match_probability_binary"": 0.002472622943003016, ""name"": ""NEW"", ""prompt_tokens"": 301, ""relative_ranking_softmax"": 3.2887482407811914e-06, ""sampled_token"": ""0"", ""score"": -6.000000086612999}]",0.08756874799985326,590,2,
qwen3-4b,http://localhost:8000,0.0,0,dataset_v2.jsonl,30,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,independent-v1,logP(1)-logP(0),16,15,2026-09-04T12:22:08.466156+00:00,case_019,medium,А если руководитель сейчас отсутствует?,CONTINUE,CONTINUE,True,4.609374999999545,0.9901401446964567,"[{""completion_tokens"": 1, ""latency_sec"": 0.054396441999983836, ""logp_match"": 0.0, ""logp_no_match"": -18.515625, ""match_probability_binary"": 0.9999999909057639, ""name"": ""CONTINUE"", ""prompt_tokens"": 295, ""relative_ranking_softmax"": 0.9901401446964567, ""sampled_token"": ""1"", ""score"": 18.515625}, {""completion_tokens"": 1, ""latency_sec"": 0.04416380999998637, ""logp_match"": -9.536738616588991e-07, ""logp_no_match"": -13.906250953674316, ""match_probability_binary"": 0.999999086745198, ""name"": ""NEW"", ""prompt_tokens"": 307, ""relative_ranking_softmax"": 0.009859855303543226, ""sampled_token"": ""1"", ""score"": 13.906250000000455}]",0.0985602519999702,602,2,
qwen3-4b,http://localhost:8000,0.0,0,dataset_v2.jsonl,30,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,independent-v1,logP(1)-logP(0),16,15,2026-09-04T12:22:08.466156+00:00,case_020,medium,А как назначить роль аналитика Иванову?,NEW,CONTINUE,False,6.953124761093932,0.999045268061046,"[{""completion_tokens"": 1, ""latency_sec"": 0.05890900200006399, ""logp_match"": 0.0, ""logp_no_match"": -17.328125, ""match_probability_binary"": 0.9999999701811482, ""name"": ""CONTINUE"", ""prompt_tokens"": 306, ""relative_ranking_softmax"": 0.999045268061046, ""sampled_token"": ""1"", ""score"": 17.328125}, {""completion_tokens"": 1, ""latency_sec"": 0.04071125099994788, ""logp_match"": -3.123234637314454e-05, ""logp_no_match"": -10.375031471252441, ""match_probability_binary"": 0.9999687980960601, ""name"": ""NEW"", ""prompt_tokens"": 318, ""relative_ranking_softmax"": 0.0009547319389540199, ""sampled_token"": ""1"", ""score"": 10.375000238906068}]",0.09962025300001187,624,2,
qwen3-4b,http://localhost:8000,0.0,0,dataset_v2.jsonl,30,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,independent-v1,logP(1)-logP(0),16,15,2026-09-04T12:22:08.466156+00:00,case_021,medium,Сформируй новый отчёт по сотрудникам.,NEW,CONTINUE,False,5.734375238410394,0.9967775164417955,"[{""completion_tokens"": 1, ""latency_sec"": 0.04467277099990952, ""logp_match"": 0.0, ""logp_no_match"": -18.15625, ""match_probability_binary"": 0.9999999869731082, ""name"": ""CONTINUE"", ""prompt_tokens"": 303, ""relative_ranking_softmax"": 0.9967775164417955, ""sampled_token"": ""1"", ""score"": 18.15625}, {""completion_tokens"": 1, ""latency_sec"": 0.040626570999961586, ""logp_match"": -4.0531076592742465e-06, ""logp_no_match"": -12.421878814697266, ""match_probability_binary"": 0.9999959705424379, ""name"": ""NEW"", ""prompt_tokens"": 315, ""relative_ranking_softmax"": 0.003222483558204519, ""sampled_token"": ""1"", ""score"": 12.421874761589606}]",0.0852993419998711,618,2,
qwen3-4b,http://localhost:8000,0.0,0,dataset_v2.jsonl,30,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,independent-v1,logP(1)-logP(0),16,15,2026-09-04T12:22:08.466156+00:00,case_022,medium,А где изменить номер телефона в профиле?,NEW,CONTINUE,False,16.578124597668705,0.9999999368734669,"[{""completion_tokens"": 1, ""latency_sec"": 0.05475636200003464, ""logp_match"": -3.576278118089249e-07, ""logp_no_match"": -14.921875, ""match_probability_binary"": 0.9999996692407188, ""name"": ""CONTINUE"", ""prompt_tokens"": 297, ""relative_ranking_softmax"": 0.9999999368734669, ""sampled_token"": ""1"", ""score"": 14.921874642372188}, {""completion_tokens"": 1, ""latency_sec"": 0.044600494999940565, ""logp_match"": -1.8309202194213867, ""logp_no_match"": -0.1746702641248703, ""match_probability_binary"": 0.16026603834399278, ""name"": ""NEW"", ""prompt_tokens"": 309, ""relative_ranking_softmax"": 6.312653323369518e-08, ""sampled_token"": ""0"", ""score"": -1.6562499552965164}]",0.09935685699997521,606,2,
qwen3-4b,http://localhost:8000,0.0,0,dataset_v2.jsonl,30,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,independent-v1,logP(1)-logP(0),16,15,2026-09-04T12:22:08.466156+00:00,case_023,hard,"Да. А если попробовать через VPN, это может помочь?",CONTINUE,CONTINUE,True,5.984374999992724,0.9974885364861719,"[{""completion_tokens"": 1, ""latency_sec"": 0.05480547399997704, ""logp_match"": 0.0, ""logp_no_match"": -18.453125, ""match_probability_binary"": 0.9999999903192359, ""name"": ""CONTINUE"", ""prompt_tokens"": 300, ""relative_ranking_softmax"": 0.9974885364861719, ""sampled_token"": ""1"", ""score"": 18.453125}, {""completion_tokens"": 1, ""latency_sec"": 0.044662602000016705, ""logp_match"": -3.814689989667386e-06, ""logp_no_match"": -12.468753814697266, ""match_probability_binary"": 0.9999961550649413, ""name"": ""NEW"", ""prompt_tokens"": 312, ""relative_ranking_softmax"": 0.0025114635138280806, ""sampled_token"": ""1"", ""score"": 12.468750000007276}]",0.09946807599999374,612,2,
qwen3-4b,http://localhost:8000,0.0,0,dataset_v2.jsonl,30,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,independent-v1,logP(1)-logP(0),16,15,2026-09-04T12:22:08.466156+00:00,case_024,hard,"Спасибо, вошёл. А уведомления как отключить?",NEW,CONTINUE,False,8.000000238249413,0.9996646499494036,"[{""completion_tokens"": 1, ""latency_sec"": 0.05536270599998261, ""logp_match"": 0.0, ""logp_no_match"": -18.90625, ""match_probability_binary"": 0.9999999938465318, ""name"": ""CONTINUE"", ""prompt_tokens"": 302, ""relative_ranking_softmax"": 0.9996646499494036, ""sampled_token"": ""1"", ""score"": 18.90625}, {""completion_tokens"": 1, ""latency_sec"": 0.04089433700005429, ""logp_match"": -1.8358061424805783e-05, ""logp_no_match"": -10.906268119812012, ""match_probability_binary"": 0.999981657102302, ""name"": ""NEW"", ""prompt_tokens"": 314, ""relative_ranking_softmax"": 0.0003353500505963093, ""sampled_token"": ""1"", ""score"": 10.906249761750587}]",0.0962570430000369,616,2,
qwen3-4b,http://localhost:8000,0.0,0,dataset_v2.jsonl,30,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,independent-v1,logP(1)-logP(0),16,15,2026-09-04T12:22:08.466156+00:00,case_025,hard,После перехода мои сохранённые отчёты останутся?,CONTINUE,CONTINUE,True,4.2500004768370445,0.9859363795684999,"[{""completion_tokens"": 1, ""latency_sec"": 0.054989060999901085, ""logp_match"": 0.0, ""logp_no_match"": -18.9375, ""match_probability_binary"": 0.9999999940358542, ""name"": ""CONTINUE"", ""prompt_tokens"": 300, ""relative_ranking_softmax"": 0.9859363795684999, ""sampled_token"": ""1"", ""score"": 18.9375}, {""completion_tokens"": 1, ""latency_sec"": 0.044846498999959294, ""logp_match"": -4.768370445162873e-07, ""logp_no_match"": -14.6875, ""match_probability_binary"": 0.9999995818810775, ""name"": ""NEW"", ""prompt_tokens"": 312, ""relative_ranking_softmax"": 0.014063620431500156, ""sampled_token"": ""1"", ""score"": 14.687499523162955}]",0.09983555999986038,612,2,
