id,difficulty,message,expected_route,predicted_route,predicted_sum,correct,correct_sum,confidence,margin,routes_json,latency_sec,error
case_011,easy,Теперь создай отпуск Иванову.,NEW,NEW,NEW,True,True,0.9940889873711356,0.9881779747422711,"{""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-0.005939689930528402], ""sum_logprob"": -0.005939689930528402, ""mean_logprob"": -0.005939689930528402, ""normalized_score_probability"": 0.9940889873711356}, ""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-5.130939483642578, -9.775113539944869e-06], ""sum_logprob"": -5.130949258756118, ""mean_logprob"": -5.130949258756118, ""normalized_score_probability"": 0.005911012628864497}}",0.24951134499860927,
case_012,easy,"Да, у всех отчётов белый экран.",CONTINUE,CONTINUE,CONTINUE,True,True,0.9995416852631529,0.9990833705263059,"{""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-7.688072681427002], ""sum_logprob"": -7.688072681427002, ""mean_logprob"": -7.688072681427002, ""normalized_score_probability"": 0.00045831473684696943}, ""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-0.0005727558163926005, -3.933898824470816e-06], ""sum_logprob"": -0.0005766897152170714, ""mean_logprob"": -0.0005766897152170714, ""normalized_score_probability"": 0.9995416852631529}}",0.24825620599949616,
case_013,medium,А адрес доставки ещё можно изменить?,CONTINUE,CONTINUE,CONTINUE,True,True,0.9999937590322017,0.9999875180644034,"{""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-11.984524726867676], ""sum_logprob"": -11.984524726867676, ""mean_logprob"": -11.984524726867676, ""normalized_score_probability"": 6.240967798273707e-06}, ""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-0.00014959646796341985, -6.079655122448457e-06], ""sum_logprob"": -0.0001556761230858683, ""mean_logprob"": -0.0001556761230858683, ""normalized_score_probability"": 0.9999937590322017}}",0.2401075759989908,
case_014,medium,А где изменить email в профиле?,NEW,NEW,NEW,True,True,0.8902951961393242,0.7805903922786483,"{""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-0.11623498052358627], ""sum_logprob"": -0.11623498052358627, ""mean_logprob"": -0.11623498052358627, ""normalized_score_probability"": 0.8902951961393242}, ""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-2.2099850177764893, -9.894321920000948e-06], ""sum_logprob"": -2.2099949120984093, ""mean_logprob"": -2.2099949120984093, ""normalized_score_probability"": 0.10970480386067581}}",0.24624488900008146,
case_015,medium,"На /reports, в основном при больших отчётах.",CONTINUE,CONTINUE,CONTINUE,True,True,0.9999973157919751,0.9999946315839503,"{""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-12.828287124633789], ""sum_logprob"": -12.828287124633789, ""mean_logprob"": -12.828287124633789, ""normalized_score_probability"": 2.6842080248671715e-06}, ""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-0.00016199229867197573, -2.9802276912960224e-06], ""sum_logprob"": -0.00016497252636327175, ""mean_logprob"": -0.00016497252636327175, ""normalized_score_probability"": 0.9999973157919751}}",0.24925603300107468,
case_016,medium,Как создать нового пользователя через API?,NEW,NEW,NEW,True,True,0.995929898238621,0.9918597964772421,"{""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-0.004094313830137253], ""sum_logprob"": -0.004094313830137253, ""mean_logprob"": -0.004094313830137253, ""normalized_score_probability"": 0.995929898238621}, ""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-5.504094123840332, -9.059865078597795e-06], ""sum_logprob"": -5.504103183705411, ""mean_logprob"": -5.504103183705411, ""normalized_score_probability"": 0.00407010176137894}}",0.23781733400028315,
case_017,medium,Можно вместо графика вывести таблицу?,CONTINUE,CONTINUE,CONTINUE,True,True,0.9997262808884683,0.9994525617769365,"{""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-8.203495025634766], ""sum_logprob"": -8.203495025634766, ""mean_logprob"": -8.203495025634766, ""normalized_score_probability"": 0.0002737191115317857}, ""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-0.0003545847721397877, -6.079655122448457e-06], ""sum_logprob"": -0.00036066442726223613, ""mean_logprob"": -0.00036066442726223613, ""normalized_score_probability"": 0.9997262808884683}}",0.2356728859977011,
case_018,medium,А как подключить новый MCP-инструмент?,NEW,NEW,NEW,True,True,0.9796678159149643,0.9593356318299288,"{""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-0.02055474743247032], ""sum_logprob"": -0.02055474743247032, ""mean_logprob"": -0.02055474743247032, ""normalized_score_probability"": 0.9796678159149643}, ""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-3.895554780960083, -8.4638240878121e-06], ""sum_logprob"": -3.895563244784171, ""mean_logprob"": -3.895563244784171, ""normalized_score_probability"": 0.020332184085035596}}",0.24567179899895564,
case_019,medium,А если руководитель сейчас отсутствует?,CONTINUE,CONTINUE,CONTINUE,True,True,0.9999720305807366,0.9999440611614732,"{""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-10.4845552444458], ""sum_logprob"": -10.4845552444458, ""mean_logprob"": -10.4845552444458, ""normalized_score_probability"": 2.796941926338486e-05}, ""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-0.0001805857609724626, -3.814689989667386e-06], ""sum_logprob"": -0.00018440045096212998, ""mean_logprob"": -0.00018440045096212998, ""normalized_score_probability"": 0.9999720305807366}}",0.24559795800087159,
case_020,medium,А как назначить роль аналитика Иванову?,NEW,CONTINUE,CONTINUE,False,False,0.9999756996522223,0.9999513993044448,"{""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-10.625109672546387], ""sum_logprob"": -10.625109672546387, ""mean_logprob"": -10.625109672546387, ""normalized_score_probability"": 2.4300347777613153e-05}, ""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-0.00010930894495686516, -4.768360213347478e-06], ""sum_logprob"": -0.00011407730517021264, ""mean_logprob"": -0.00011407730517021264, ""normalized_score_probability"": 0.9999756996522223}}",0.2538015920017642,
case_021,medium,Сформируй новый отчёт по сотрудникам.,NEW,CONTINUE,CONTINUE,False,False,0.9999611687422487,0.9999223374844975,"{""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-10.15636157989502], ""sum_logprob"": -10.15636157989502, ""mean_logprob"": -10.15636157989502, ""normalized_score_probability"": 3.883125775121016e-05}, ""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-0.0001113352773245424, -4.0531076592742465e-06], ""sum_logprob"": -0.00011538838498381665, ""mean_logprob"": -0.00011538838498381665, ""normalized_score_probability"": 0.9999611687422487}}",0.2495575920002011,
case_022,medium,А где изменить номер телефона в профиле?,NEW,CONTINUE,CONTINUE,False,False,0.9954615407809039,0.9909230815618078,"{""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-5.395303726196289], ""sum_logprob"": -5.395303726196289, ""mean_logprob"": -5.395303726196289, ""normalized_score_probability"": 0.004538459219096091}, ""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-0.004678493831306696, -6.318072337307967e-06], ""sum_logprob"": -0.004684811903644004, ""mean_logprob"": -0.004684811903644004, ""normalized_score_probability"": 0.9954615407809039}}",0.2466070739992574,
case_023,hard,"Да. А если попробовать через VPN, это может помочь?",CONTINUE,CONTINUE,CONTINUE,True,True,0.9999452399761067,0.9998904799522135,"{""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-9.81263256072998], ""sum_logprob"": -9.81263256072998, ""mean_logprob"": -9.81263256072998, ""normalized_score_probability"": 5.476002389326273e-05}, ""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-0.00013302871957421303, -4.172316494077677e-06], ""sum_logprob"": -0.0001372010360682907, ""mean_logprob"": -0.0001372010360682907, ""normalized_score_probability"": 0.9999452399761067}}",0.24765331700109527,
case_024,hard,"Спасибо, вошёл. А уведомления как отключить?",NEW,CONTINUE,CONTINUE,False,False,0.9997262765808947,0.9994525531617895,"{""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-8.203462600708008], ""sum_logprob"": -8.203462600708008, ""mean_logprob"": -8.203462600708008, ""normalized_score_probability"": 0.0002737234191052429}, ""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-0.00033790123416110873, -6.079655122448457e-06], ""sum_logprob"": -0.0003439808892835572, ""mean_logprob"": -0.0003439808892835572, ""normalized_score_probability"": 0.9997262765808947}}",0.2480023660009465,
case_025,hard,После перехода мои сохранённые отчёты останутся?,CONTINUE,CONTINUE,CONTINUE,True,True,0.999773064777521,0.9995461295550421,"{""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-8.39098072052002], ""sum_logprob"": -8.39098072052002, ""mean_logprob"": -8.39098072052002, ""normalized_score_probability"": 0.00022693522247896745}, ""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-0.00035613393993116915, -5.602820692729438e-06], ""sum_logprob"": -0.0003617367606238986, ""mean_logprob"": -0.0003617367606238986, ""normalized_score_probability"": 0.999773064777521}}",0.24686676300007093,
case_026,hard,"Тогда Pro. И ещё скажите, как удалить аккаунт.",NEW,CONTINUE,CONTINUE,False,False,0.9985220514869352,0.9970441029738704,"{""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-6.517210483551025], ""sum_logprob"": -6.517210483551025, ""mean_logprob"": -6.517210483551025, ""normalized_score_probability"": 0.0014779485130648512}, ""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-0.0015855372184887528, -3.6954811548639555e-06], ""sum_logprob"": -0.0015892326996436168, ""mean_logprob"": -0.0015892326996436168, ""normalized_score_probability"": 0.9985220514869352}}",0.24755488200207765,
case_027,hard,Иногда ещё появляется 500. Это может быть связано?,CONTINUE,CONTINUE,CONTINUE,True,True,0.9999753170134613,0.9999506340269227,"{""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-10.609519004821777], ""sum_logprob"": -10.609519004821777, ""mean_logprob"": -10.609519004821777, ""normalized_score_probability"": 2.4682986538621152e-05}, ""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-0.00014375607133843005, -3.576272320060525e-06], ""sum_logprob"": -0.00014733234365849057, ""mean_logprob"": -0.00014733234365849057, ""normalized_score_probability"": 0.9999753170134613}}",0.24668538100195292,
case_028,hard,"Не помогает. Кстати, где посмотреть историю платежей?",NEW,CONTINUE,CONTINUE,False,False,0.9994887398822404,0.9989774797644807,"{""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-7.578756809234619], ""sum_logprob"": -7.578756809234619, ""mean_logprob"": -7.578756809234619, ""normalized_score_probability"": 0.0005112601177596589}, ""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-0.000631848000921309, -4.291525328881107e-06], ""sum_logprob"": -0.0006361395262501901, ""mean_logprob"": -0.0006361395262501901, ""normalized_score_probability"": 0.9994887398822404}}",0.24641045200041845,
case_029,hard,Убери Санкт-Петербург и сравни Москву с Казанью за тот же период.,CONTINUE,NEW,NEW,False,False,0.9966234161892342,0.9932468323784683,"{""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-0.0033887361641973257], ""sum_logprob"": -0.0033887361641973257, ""mean_logprob"": -0.0033887361641973257, ""normalized_score_probability"": 0.9966234161892342}, ""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-5.69088888168335, -8.34461570775602e-06], ""sum_logprob"": -5.690897226299057, ""mean_logprob"": -5.690897226299057, ""normalized_score_probability"": 0.0033765838107658445}}",0.2562196850012697,
case_030,hard,Сохрани результат. И создай встречу с отделом продаж на завтра.,NEW,NEW,NEW,True,True,0.9999999856929271,0.9999999713858543,"{""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-5.602820692729438e-06], ""sum_logprob"": -5.602820692729438e-06, ""mean_logprob"": -5.602820692729438e-06, ""normalized_score_probability"": 0.9999999856929271}, ""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-18.0625057220459, -1.168244216387393e-05], ""sum_logprob"": -18.062517404488062, ""mean_logprob"": -18.062517404488062, ""normalized_score_probability"": 1.43070728655616e-08}}",0.25840524999875925,
