id,difficulty,message,expected,predicted,correct,sampled_token,logprob_a,logprob_b,p_a,p_b,confidence,margin,latency_sec,prompt_tokens,completion_tokens,error,logprob_margin
case_012,easy,"Да, у всех отчётов белый экран.",A,A,True,A,0.0,-18.09375,0.9999999861329458,1.38670541688737e-08,0.9999999861329458,0.9999999722658917,0.03217674400002579,264,1,,18.09375
case_013,medium,А адрес доставки ещё можно изменить?,A,A,True,A,-1.1920928244535389e-07,-18.1875,0.9999999873739019,1.262609802339413e-08,0.9999999873739019,0.9999999747478039,0.02977422399999341,250,1,,18.187499880790718
case_014,medium,А где изменить email в профиле?,B,A,False,A,-1.1920928244535389e-07,-20.96875,0.9999999992176742,7.823257659946225e-10,0.9999999992176742,0.9999999984353485,0.017322650000096473,251,1,,20.968749880790718
case_015,medium,"На /reports, в основном при больших отчётах.",A,A,True,A,-0.012509571388363838,-4.387509346008301,0.9875683463797992,0.012431653620200803,0.9875683463797992,0.9751366927595984,0.0301925020003182,254,1,,4.374999774619937
case_016,medium,Как создать нового пользователя через API?,B,A,False,A,-7.152555099310121e-07,-14.187500953674316,0.9999993106391187,6.893608811646252e-07,0.9999993106391187,0.9999986212782376,0.017599341999812168,247,1,,14.187500238418806
case_017,medium,Можно вместо графика вывести таблицу?,A,A,True,A,-1.1920928244535389e-07,-16.3125,0.9999999176675044,8.233249566700854e-08,0.9999999176675044,0.9999998353350087,0.023434026000359154,249,1,,16.312499880790718
case_018,medium,А как подключить новый MCP-инструмент?,B,A,False,A,0.0,-22.109375,0.9999999997499538,2.5004630374160746e-10,0.9999999997499538,0.9999999994999075,0.01947087099961209,251,1,,22.109375
case_019,medium,А если руководитель сейчас отсутствует?,A,A,True,A,-1.1920928244535389e-07,-18.875,0.9999999936511992,6.34880083257236e-09,0.9999999936511992,0.9999999873023984,0.032207172000198625,257,1,,18.874999880790718
case_020,medium,А как назначить роль аналитика Иванову?,B,A,False,A,-1.1920928244535389e-07,-20.84375,0.9999999991135087,8.864912314387847e-10,0.9999999991135087,0.9999999982270175,0.03266315200016834,268,1,,20.843749880790718
case_021,medium,Сформируй новый отчёт по сотрудникам.,B,A,False,A,-7.033323527139146e-06,-11.875006675720215,0.9999930377412601,6.962258739847377e-06,0.9999930377412601,0.9999860754825203,0.020271311000215064,265,1,,11.874999642396688
case_022,medium,А где изменить номер телефона в профиле?,B,A,False,A,-1.1920928244535389e-07,-18.71875,0.9999999925774998,7.422500156447119e-09,0.9999999925774998,0.9999999851549997,0.0325248509998346,259,1,,18.718749880790718
case_023,hard,"Да. А если попробовать через VPN, это может помочь?",A,A,True,A,-0.0002613918040879071,-8.250261306762695,0.9997388096586981,0.0002611903413019073,0.9997388096586981,0.9994776193173962,0.03313882800011925,262,1,,8.249999914958607
case_024,hard,"Спасибо, вошёл. А уведомления как отключить?",B,A,False,A,-0.0016499252524226904,-6.407899856567383,0.9983515169451093,0.0016484830548907574,0.9983515169451093,0.9967030338902185,0.03299149099984788,264,1,,6.40624993131496
case_025,hard,После перехода мои сохранённые отчёты останутся?,A,A,True,A,0.0,-17.46875,0.9999999740929324,2.590706758057049e-08,0.9999999740929324,0.9999999481858648,0.030020106999472773,262,1,,17.46875
case_026,hard,"Тогда Pro. И ещё скажите, как удалить аккаунт.",B,A,False,A,-1.1920928244535389e-07,-23.09375,0.9999999999065645,9.343548844863968e-11,0.9999999999065645,0.999999999813129,0.032539107999582484,259,1,,23.093749880790718
case_027,hard,Иногда ещё появляется 500. Это может быть связано?,A,A,True,A,-1.1920928244535389e-07,-15.78125,0.9999998599477152,1.400522848499772e-07,0.9999998599477152,0.9999997198954304,0.03285291999964102,257,1,,15.781249880790718
case_028,hard,"Не помогает. Кстати, где посмотреть историю платежей?",B,A,False,A,-1.1920928244535389e-07,-20.75,0.9999999990263799,9.736201464175726e-10,0.9999999990263799,0.9999999980527597,0.023600828999406076,258,1,,20.749999880790718
case_029,hard,Убери Санкт-Петербург и сравни Москву с Казанью за тот же период.,A,A,True,A,0.0,-22.25,0.999999999782756,2.1724399346070676e-10,0.999999999782756,0.999999999565512,0.03623692099972686,274,1,,22.25
case_030,hard,Сохрани результат. И создай встречу с отделом продаж на завтра.,B,A,False,A,-1.1920928244535389e-07,-24.625,0.999999999979793,2.0206841498656784e-11,0.999999999979793,0.9999999999595862,0.023622140000043146,274,1,,24.624999880790718
