id,difficulty,message,expected_route,predicted_route,predicted_sum,correct,correct_sum,confidence,margin,routes_json,latency_sec,error
case_011,easy,Теперь создай отпуск Иванову.,NEW,NEW,NEW,True,True,0.9979007338123733,0.9958014676247465,"{""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-12.328131675720215, -1.3112935448589269e-05], ""sum_logprob"": -12.328144788655663, ""mean_logprob"": -6.164072394327832, ""normalized_score_probability"": 0.0020992661876268084}, ""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-6.437280717364047e-06], ""sum_logprob"": -6.437280717364047e-06, ""mean_logprob"": -6.437280717364047e-06, ""normalized_score_probability"": 0.9979007338123733}}",0.24895304799974838,
case_012,easy,"Да, у всех отчётов белый экран.",CONTINUE,CONTINUE,CONTINUE,True,True,0.9935328886009029,0.9870657772018058,"{""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-0.0065811797976493835, -6.198863957251888e-06], ""sum_logprob"": -0.006587378661606635, ""mean_logprob"": -0.0032936893308033177, ""normalized_score_probability"": 0.9935328886009029}, ""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-5.0378313064575195], ""sum_logprob"": -5.0378313064575195, ""mean_logprob"": -5.0378313064575195, ""normalized_score_probability"": 0.006467111399097188}}",0.2504995159997634,
case_013,medium,А адрес доставки ещё можно изменить?,CONTINUE,CONTINUE,CONTINUE,True,True,0.9999493583956565,0.9998987167913129,"{""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-0.0001264730526600033, -4.291525328881107e-06], ""sum_logprob"": -0.0001307645779888844, ""mean_logprob"": -6.53822889944422e-05, ""normalized_score_probability"": 0.9999493583956565}, ""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-9.890751838684082], ""sum_logprob"": -9.890751838684082, ""mean_logprob"": -9.890751838684082, ""normalized_score_probability"": 5.064160434348481e-05}}",0.24192184200001066,
case_014,medium,А где изменить email в профиле?,NEW,NEW,NEW,True,True,0.9999866844871452,0.9999733689742903,"{""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-22.453126907348633, -1.07287787614041e-05], ""sum_logprob"": -22.453137636127394, ""mean_logprob"": -11.226568818063697, ""normalized_score_probability"": 1.3315512854869783e-05}, ""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-1.311301275563892e-06], ""sum_logprob"": -1.311301275563892e-06, ""mean_logprob"": -1.311301275563892e-06, ""normalized_score_probability"": 0.9999866844871452}}",0.24786254999889934,
case_015,medium,"На /reports, в основном при больших отчётах.",CONTINUE,CONTINUE,CONTINUE,True,True,0.999447416047868,0.9988948320957359,"{""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-0.0007121411035768688, -6.794906312279636e-06], ""sum_logprob"": -0.0007189360098891484, ""mean_logprob"": -0.0003594680049445742, ""normalized_score_probability"": 0.999447416047868}, ""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-7.500711917877197], ""sum_logprob"": -7.500711917877197, ""mean_logprob"": -7.500711917877197, ""normalized_score_probability"": 0.0005525839521321031}}",0.24863083000127517,
case_016,medium,Как создать нового пользователя через API?,NEW,NEW,NEW,True,True,0.9998813330604933,0.9997626661209865,"{""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-18.078126907348633, -1.8715683836489916e-05], ""sum_logprob"": -18.07814562303247, ""mean_logprob"": -9.039072811516235, ""normalized_score_probability"": 0.00011866693950678333}, ""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-1.6689286894688848e-06], ""sum_logprob"": -1.6689286894688848e-06, ""mean_logprob"": -1.6689286894688848e-06, ""normalized_score_probability"": 0.9998813330604933}}",0.241837845000191,
case_017,medium,Можно вместо графика вывести таблицу?,CONTINUE,NEW,NEW,False,False,0.8460409605197167,0.6920819210394332,"{""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-3.469162940979004, -7.033323527139146e-06], ""sum_logprob"": -3.469169974302531, ""mean_logprob"": -1.7345849871512655, ""normalized_score_probability"": 0.15395903948028342}, ""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-0.030703801661729813], ""sum_logprob"": -0.030703801661729813, ""mean_logprob"": -0.030703801661729813, ""normalized_score_probability"": 0.8460409605197167}}",0.2377695590002986,
case_018,medium,А как подключить новый MCP-инструмент?,NEW,NEW,NEW,True,True,0.9939495446054634,0.9878990892109268,"{""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-10.203166007995605, -2.253030106658116e-05], ""sum_logprob"": -10.203188538296672, ""mean_logprob"": -5.101594269148336, ""normalized_score_probability"": 0.00605045539453657}, ""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-4.136476854910143e-05], ""sum_logprob"": -4.136476854910143e-05, ""mean_logprob"": -4.136476854910143e-05, ""normalized_score_probability"": 0.9939495446054634}}",0.25020794500051124,
case_019,medium,А если руководитель сейчас отсутствует?,CONTINUE,CONTINUE,CONTINUE,True,True,0.9993931279775918,0.9987862559551836,"{""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-0.0006756883230991662, -4.529942543740617e-06], ""sum_logprob"": -0.0006802182656429068, ""mean_logprob"": -0.0003401091328214534, ""normalized_score_probability"": 0.9993931279775918}, ""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-7.406925678253174], ""sum_logprob"": -7.406925678253174, ""mean_logprob"": -7.406925678253174, ""normalized_score_probability"": 0.0006068720224082295}}",0.24993319700115535,
case_020,medium,А как назначить роль аналитика Иванову?,NEW,CONTINUE,NEW,False,True,0.5185138615076894,0.03702772301537882,"{""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-0.8981863856315613, -7.748573807475623e-06], ""sum_logprob"": -0.8981941342053688, ""mean_logprob"": -0.4490970671026844, ""normalized_score_probability"": 0.5185138615076894}, ""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-0.5231863856315613], ""sum_logprob"": -0.5231863856315613, ""mean_logprob"": -0.5231863856315613, ""normalized_score_probability"": 0.4814861384923106}}",0.2598754740010918,
case_021,medium,Сформируй новый отчёт по сотрудникам.,NEW,CONTINUE,CONTINUE,False,False,0.9664673380106656,0.9329346760213313,"{""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-0.034763216972351074, -8.34461570775602e-06], ""sum_logprob"": -0.03477156158805883, ""mean_logprob"": -0.017385780794029415, ""normalized_score_probability"": 0.9664673380106656}, ""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-3.3785133361816406], ""sum_logprob"": -3.3785133361816406, ""mean_logprob"": -3.3785133361816406, ""normalized_score_probability"": 0.03353266198933434}}",0.2510357669998484,
case_022,medium,А где изменить номер телефона в профиле?,NEW,NEW,NEW,True,True,0.9999068546080555,0.9998137092161111,"{""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-18.562501907348633, -1.3708974620385561e-05], ""sum_logprob"": -18.562515616323253, ""mean_logprob"": -9.281257808161627, ""normalized_score_probability"": 9.314539194442252e-05}, ""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-2.0265558760002023e-06], ""sum_logprob"": -2.0265558760002023e-06, ""mean_logprob"": -2.0265558760002023e-06, ""normalized_score_probability"": 0.9999068546080555}}",0.2502528990007704,
case_023,hard,"Да. А если попробовать через VPN, это может помочь?",CONTINUE,NEW,NEW,False,False,0.7985225305528025,0.597045061105605,"{""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-2.8708384037017822, -9.775113539944869e-06], ""sum_logprob"": -2.870848178815322, ""mean_logprob"": -1.435424089407661, ""normalized_score_probability"": 0.20147746944719755}, ""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-0.0583384670317173], ""sum_logprob"": -0.0583384670317173, ""mean_logprob"": -0.0583384670317173, ""normalized_score_probability"": 0.7985225305528025}}",0.25169477199960966,
case_024,hard,"Спасибо, вошёл. А уведомления как отключить?",NEW,NEW,NEW,True,True,0.8619266605387457,0.7238533210774913,"{""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-3.712237596511841, -8.22540732769994e-06], ""sum_logprob"": -3.7122458219191685, ""mean_logprob"": -1.8561229109595843, ""normalized_score_probability"": 0.13807333946125436}, ""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-0.024737713858485222], ""sum_logprob"": -0.024737713858485222, ""mean_logprob"": -0.024737713858485222, ""normalized_score_probability"": 0.8619266605387457}}",0.2533794589999161,
case_025,hard,После перехода мои сохранённые отчёты останутся?,CONTINUE,CONTINUE,CONTINUE,True,True,0.9999757015987754,0.9999514031975506,"{""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-0.00015984688070602715, -9.179073458653875e-06], ""sum_logprob"": -0.00016902595416468102, ""mean_logprob"": -8.451297708234051e-05, ""normalized_score_probability"": 0.9999757015987754}, ""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-10.625160217285156], ""sum_logprob"": -10.625160217285156, ""mean_logprob"": -10.625160217285156, ""normalized_score_probability"": 2.429840122469886e-05}}",0.2508116549997794,
case_026,hard,"Тогда Pro. И ещё скажите, как удалить аккаунт.",NEW,NEW,NEW,True,True,0.9440848671544083,0.8881697343088165,"{""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-5.659746170043945, -8.34461570775602e-06], ""sum_logprob"": -5.659754514659653, ""mean_logprob"": -2.8298772573298265, ""normalized_score_probability"": 0.05591513284559175}, ""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-0.0034962499048560858], ""sum_logprob"": -0.0034962499048560858, ""mean_logprob"": -0.0034962499048560858, ""normalized_score_probability"": 0.9440848671544083}}",0.25047014099982334,
case_027,hard,Иногда ещё появляется 500. Это может быть связано?,CONTINUE,CONTINUE,CONTINUE,True,True,0.9479699120518059,0.8959398241036118,"{""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-0.055008117109537125, -7.033323527139146e-06], ""sum_logprob"": -0.055015150433064264, ""mean_logprob"": -0.027507575216532132, ""normalized_score_probability"": 0.9479699120518059}, ""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-2.9300081729888916], ""sum_logprob"": -2.9300081729888916, ""mean_logprob"": -2.9300081729888916, ""normalized_score_probability"": 0.05203008794819406}}",0.2502530300007493,
case_028,hard,"Не помогает. Кстати, где посмотреть историю платежей?",NEW,NEW,NEW,True,True,0.9999509136736627,0.9999018273473254,"{""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-19.843753814697266, -1.4305012882687151e-05], ""sum_logprob"": -19.84376811971015, ""mean_logprob"": -9.921884059855074, ""normalized_score_probability"": 4.908632633734085e-05}, ""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-3.099436753473128e-06], ""sum_logprob"": -3.099436753473128e-06, ""mean_logprob"": -3.099436753473128e-06, ""normalized_score_probability"": 0.9999509136736627}}",0.253589877000195,
case_029,hard,Убери Санкт-Петербург и сравни Москву с Казанью за тот же период.,CONTINUE,CONTINUE,CONTINUE,True,True,0.9969294106674365,0.993858821334873,"{""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-0.003129943273961544, -9.059865078597795e-06], ""sum_logprob"": -0.003139003139040142, ""mean_logprob"": -0.001569501569520071, ""normalized_score_probability"": 0.9969294106674365}, ""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-5.784379959106445], ""sum_logprob"": -5.784379959106445, ""mean_logprob"": -5.784379959106445, ""normalized_score_probability"": 0.003070589332563486}}",0.2592157399994903,
case_030,hard,Сохрани результат. И создай встречу с отделом продаж на завтра.,NEW,NEW,NEW,True,True,0.9999118111836224,0.9998236223672446,"{""CONTINUE"": {""token_ids"": [23312, 48771], ""token_count"": 2, ""token_logprobs"": [-18.671878814697266, -1.4424220353248529e-05], ""sum_logprob"": -18.67189323891762, ""mean_logprob"": -9.33594661945881, ""normalized_score_probability"": 8.818881637770176e-05}, ""NEW"": {""token_ids"": [20594], ""token_count"": 1, ""token_logprobs"": [-4.410734163684538e-06], ""sum_logprob"": -4.410734163684538e-06, ""mean_logprob"": -4.410734163684538e-06, ""normalized_score_probability"": 0.9999118111836224}}",0.2611788640006125,
