model,served_models_json,base_url,prompt_version,system_prompt,temperature,seed,thinking_enabled,structured_output,route_names_json,dataset,dataset_sha256,routes,routes_sha256,case_count,created_at_utc,id,difficulty,message,expected_route,predicted_route,correct,structured_response,prompt_tokens,completion_tokens,error,request_latency_sec
qwen3-4b,"[""qwen3-4b""]",http://localhost:8000,structured-routing-v1,Ты выполняешь маршрутизацию диалога. Выбери один наиболее подходящий маршрут согласно описаниям доступных маршрутов. Верни выбор в требуемом структурированном формате.,0.0,0,False,json_schema,"[""CONTINUE"", ""NEW""]",dataset_v2.jsonl,fe6357ef072442689848d72f942828f5d12da4f71611fd86b4f9ceeddad6088c,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,30,2026-09-07T14:33:23.404909+00:00,case_019,medium,А если руководитель сейчас отсутствует?,CONTINUE,CONTINUE,True,"{""route"": ""CONTINUE""}",320,11,,0.1851351799996337
qwen3-4b,"[""qwen3-4b""]",http://localhost:8000,structured-routing-v1,Ты выполняешь маршрутизацию диалога. Выбери один наиболее подходящий маршрут согласно описаниям доступных маршрутов. Верни выбор в требуемом структурированном формате.,0.0,0,False,json_schema,"[""CONTINUE"", ""NEW""]",dataset_v2.jsonl,fe6357ef072442689848d72f942828f5d12da4f71611fd86b4f9ceeddad6088c,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,30,2026-09-07T14:33:23.404909+00:00,case_020,medium,А как назначить роль аналитика Иванову?,NEW,CONTINUE,False,"{""route"": ""CONTINUE""}",331,11,,0.12277103499945952
qwen3-4b,"[""qwen3-4b""]",http://localhost:8000,structured-routing-v1,Ты выполняешь маршрутизацию диалога. Выбери один наиболее подходящий маршрут согласно описаниям доступных маршрутов. Верни выбор в требуемом структурированном формате.,0.0,0,False,json_schema,"[""CONTINUE"", ""NEW""]",dataset_v2.jsonl,fe6357ef072442689848d72f942828f5d12da4f71611fd86b4f9ceeddad6088c,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,30,2026-09-07T14:33:23.404909+00:00,case_021,medium,Сформируй новый отчёт по сотрудникам.,NEW,CONTINUE,False,"{""route"": ""CONTINUE""}",328,11,,0.1746371760018519
qwen3-4b,"[""qwen3-4b""]",http://localhost:8000,structured-routing-v1,Ты выполняешь маршрутизацию диалога. Выбери один наиболее подходящий маршрут согласно описаниям доступных маршрутов. Верни выбор в требуемом структурированном формате.,0.0,0,False,json_schema,"[""CONTINUE"", ""NEW""]",dataset_v2.jsonl,fe6357ef072442689848d72f942828f5d12da4f71611fd86b4f9ceeddad6088c,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,30,2026-09-07T14:33:23.404909+00:00,case_022,medium,А где изменить номер телефона в профиле?,NEW,CONTINUE,False,"{""route"": ""CONTINUE""}",322,11,,0.1899796840007184
qwen3-4b,"[""qwen3-4b""]",http://localhost:8000,structured-routing-v1,Ты выполняешь маршрутизацию диалога. Выбери один наиболее подходящий маршрут согласно описаниям доступных маршрутов. Верни выбор в требуемом структурированном формате.,0.0,0,False,json_schema,"[""CONTINUE"", ""NEW""]",dataset_v2.jsonl,fe6357ef072442689848d72f942828f5d12da4f71611fd86b4f9ceeddad6088c,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,30,2026-09-07T14:33:23.404909+00:00,case_023,hard,"Да. А если попробовать через VPN, это может помочь?",CONTINUE,CONTINUE,True,"{""route"": ""CONTINUE""}",325,11,,0.19335689800209366
qwen3-4b,"[""qwen3-4b""]",http://localhost:8000,structured-routing-v1,Ты выполняешь маршрутизацию диалога. Выбери один наиболее подходящий маршрут согласно описаниям доступных маршрутов. Верни выбор в требуемом структурированном формате.,0.0,0,False,json_schema,"[""CONTINUE"", ""NEW""]",dataset_v2.jsonl,fe6357ef072442689848d72f942828f5d12da4f71611fd86b4f9ceeddad6088c,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,30,2026-09-07T14:33:23.404909+00:00,case_024,hard,"Спасибо, вошёл. А уведомления как отключить?",NEW,CONTINUE,False,"{""route"": ""CONTINUE""}",327,11,,0.12309846399875823
qwen3-4b,"[""qwen3-4b""]",http://localhost:8000,structured-routing-v1,Ты выполняешь маршрутизацию диалога. Выбери один наиболее подходящий маршрут согласно описаниям доступных маршрутов. Верни выбор в требуемом структурированном формате.,0.0,0,False,json_schema,"[""CONTINUE"", ""NEW""]",dataset_v2.jsonl,fe6357ef072442689848d72f942828f5d12da4f71611fd86b4f9ceeddad6088c,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,30,2026-09-07T14:33:23.404909+00:00,case_025,hard,После перехода мои сохранённые отчёты останутся?,CONTINUE,CONTINUE,True,"{""route"": ""CONTINUE""}",325,11,,0.18785248899803264
qwen3-4b,"[""qwen3-4b""]",http://localhost:8000,structured-routing-v1,Ты выполняешь маршрутизацию диалога. Выбери один наиболее подходящий маршрут согласно описаниям доступных маршрутов. Верни выбор в требуемом структурированном формате.,0.0,0,False,json_schema,"[""CONTINUE"", ""NEW""]",dataset_v2.jsonl,fe6357ef072442689848d72f942828f5d12da4f71611fd86b4f9ceeddad6088c,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,30,2026-09-07T14:33:23.404909+00:00,case_026,hard,"Тогда Pro. И ещё скажите, как удалить аккаунт.",NEW,CONTINUE,False,"{""route"": ""CONTINUE""}",322,11,,0.19178914900112431
qwen3-4b,"[""qwen3-4b""]",http://localhost:8000,structured-routing-v1,Ты выполняешь маршрутизацию диалога. Выбери один наиболее подходящий маршрут согласно описаниям доступных маршрутов. Верни выбор в требуемом структурированном формате.,0.0,0,False,json_schema,"[""CONTINUE"", ""NEW""]",dataset_v2.jsonl,fe6357ef072442689848d72f942828f5d12da4f71611fd86b4f9ceeddad6088c,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,30,2026-09-07T14:33:23.404909+00:00,case_027,hard,Иногда ещё появляется 500. Это может быть связано?,CONTINUE,CONTINUE,True,"{""route"": ""CONTINUE""}",320,11,,0.1838488419962232
qwen3-4b,"[""qwen3-4b""]",http://localhost:8000,structured-routing-v1,Ты выполняешь маршрутизацию диалога. Выбери один наиболее подходящий маршрут согласно описаниям доступных маршрутов. Верни выбор в требуемом структурированном формате.,0.0,0,False,json_schema,"[""CONTINUE"", ""NEW""]",dataset_v2.jsonl,fe6357ef072442689848d72f942828f5d12da4f71611fd86b4f9ceeddad6088c,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,30,2026-09-07T14:33:23.404909+00:00,case_028,hard,"Не помогает. Кстати, где посмотреть историю платежей?",NEW,CONTINUE,False,"{""route"": ""CONTINUE""}",321,11,,0.18327028099884046
qwen3-4b,"[""qwen3-4b""]",http://localhost:8000,structured-routing-v1,Ты выполняешь маршрутизацию диалога. Выбери один наиболее подходящий маршрут согласно описаниям доступных маршрутов. Верни выбор в требуемом структурированном формате.,0.0,0,False,json_schema,"[""CONTINUE"", ""NEW""]",dataset_v2.jsonl,fe6357ef072442689848d72f942828f5d12da4f71611fd86b4f9ceeddad6088c,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,30,2026-09-07T14:33:23.404909+00:00,case_029,hard,Убери Санкт-Петербург и сравни Москву с Казанью за тот же период.,CONTINUE,CONTINUE,True,"{""route"": ""CONTINUE""}",337,11,,0.12038486200617626
qwen3-4b,"[""qwen3-4b""]",http://localhost:8000,structured-routing-v1,Ты выполняешь маршрутизацию диалога. Выбери один наиболее подходящий маршрут согласно описаниям доступных маршрутов. Верни выбор в требуемом структурированном формате.,0.0,0,False,json_schema,"[""CONTINUE"", ""NEW""]",dataset_v2.jsonl,fe6357ef072442689848d72f942828f5d12da4f71611fd86b4f9ceeddad6088c,routes_continue_first.json,cfdff764daf9e962e49fb05003148c1469462fc1e0558573cf08a02430da4561,30,2026-09-07T14:33:23.404909+00:00,case_030,hard,Сохрани результат. И создай встречу с отделом продаж на завтра.,NEW,CONTINUE,False,"{""route"": ""CONTINUE""}",337,12,,0.19231967099767644
