model,base_url,temperature,seed,dataset,case_count,routes,route_config_sha256,prompt_version,scoring_formula,token_one,token_zero,created_at_utc,id,difficulty,message,expected_route,predicted_route,correct,score_margin,ranking_confidence_relative,candidates_json,latency_sec,prompt_tokens,completion_tokens,error
qwen3-4b,http://localhost:8000,0.0,0,dataset_v2.jsonl,30,routes_new_first.json,1f6d70be7c652d0514ee4809483afad17256e3b65f5e2126b1577ff3ec4139e8,independent-v1,logP(1)-logP(0),16,15,2026-09-04T12:22:21.798919+00:00,case_011,easy,Теперь создай отпуск Иванову.,NEW,CONTINUE,False,19.187499977648265,0.9999999953551184,"[{""completion_tokens"": 1, ""latency_sec"": 0.017493263000005754, ""logp_match"": -3.2579758167266846, ""logp_no_match"": -0.03922571986913681, ""match_probability_binary"": 0.03846618843589848, ""name"": ""NEW"", ""prompt_tokens"": 308, ""relative_ranking_softmax"": 4.644881472202043e-09, ""sampled_token"": ""0"", ""score"": -3.2187500968575478}, {""completion_tokens"": 1, ""latency_sec"": 0.017076201999998375, ""logp_match"": -1.1920928244535389e-07, ""logp_no_match"": -15.96875, ""match_probability_binary"": 0.9999998838925749, ""name"": ""CONTINUE"", ""prompt_tokens"": 296, ""relative_ranking_softmax"": 0.9999999953551184, ""sampled_token"": ""1"", ""score"": 15.968749880790718}]",0.03456946500000413,604,2,
qwen3-4b,http://localhost:8000,0.0,0,dataset_v2.jsonl,30,routes_new_first.json,1f6d70be7c652d0514ee4809483afad17256e3b65f5e2126b1577ff3ec4139e8,independent-v1,logP(1)-logP(0),16,15,2026-09-04T12:22:21.798919+00:00,case_012,easy,"Да, у всех отчётов белый экран.",CONTINUE,CONTINUE,True,6.531249761554136,0.9985449367150182,"[{""completion_tokens"": 1, ""latency_sec"": 0.01690405399995143, ""logp_match"": -7.390948667307384e-06, ""logp_no_match"": -11.812507629394531, ""match_probability_binary"": 0.9999925887218952, ""name"": ""NEW"", ""prompt_tokens"": 314, ""relative_ranking_softmax"": 0.0014550632849817844, ""sampled_token"": ""1"", ""score"": 11.812500238445864}, {""completion_tokens"": 1, ""latency_sec"": 0.016787373000056505, ""logp_match"": 0.0, ""logp_no_match"": -18.34375, ""match_probability_binary"": 0.9999999892003274, ""name"": ""CONTINUE"", ""prompt_tokens"": 302, ""relative_ranking_softmax"": 0.9985449367150182, ""sampled_token"": ""1"", ""score"": 18.34375}]",0.033691427000007934,616,2,
qwen3-4b,http://localhost:8000,0.0,0,dataset_v2.jsonl,30,routes_new_first.json,1f6d70be7c652d0514ee4809483afad17256e3b65f5e2126b1577ff3ec4139e8,independent-v1,logP(1)-logP(0),16,15,2026-09-04T12:22:21.798919+00:00,case_013,medium,А адрес доставки ещё можно изменить?,CONTINUE,CONTINUE,True,3.7500002384185507,0.9770226354423297,"[{""completion_tokens"": 1, ""latency_sec"": 0.017056173000014496, ""logp_match"": -2.3841855067985307e-07, ""logp_no_match"": -15.1875, ""match_probability_binary"": 0.9999997463980729, ""name"": ""NEW"", ""prompt_tokens"": 300, ""relative_ranking_softmax"": 0.022977364557670337, ""sampled_token"": ""1"", ""score"": 15.18749976158145}, {""completion_tokens"": 1, ""latency_sec"": 0.017178595000018504, ""logp_match"": 0.0, ""logp_no_match"": -18.9375, ""match_probability_binary"": 0.9999999940358542, ""name"": ""CONTINUE"", ""prompt_tokens"": 288, ""relative_ranking_softmax"": 0.9770226354423297, ""sampled_token"": ""1"", ""score"": 18.9375}]",0.034234768000033,588,2,
qwen3-4b,http://localhost:8000,0.0,0,dataset_v2.jsonl,30,routes_new_first.json,1f6d70be7c652d0514ee4809483afad17256e3b65f5e2126b1577ff3ec4139e8,independent-v1,logP(1)-logP(0),16,15,2026-09-04T12:22:21.798919+00:00,case_014,medium,А где изменить email в профиле?,NEW,CONTINUE,False,21.812500120554887,0.999999999663526,"[{""completion_tokens"": 1, ""latency_sec"": 0.017016527999999198, ""logp_match"": -11.937506675720215, ""logp_no_match"": -6.556489552167477e-06, ""match_probability_binary"": 6.540436447118119e-06, ""name"": ""NEW"", ""prompt_tokens"": 301, ""relative_ranking_softmax"": 3.3647403866450815e-10, ""sampled_token"": ""0"", ""score"": -11.937500119230663}, {""completion_tokens"": 1, ""latency_sec"": 0.012607267000021238, ""logp_match"": -5.149708886165172e-05, ""logp_no_match"": -9.875051498413086, ""match_probability_binary"": 0.9999485577863259, ""name"": ""CONTINUE"", ""prompt_tokens"": 289, ""relative_ranking_softmax"": 0.999999999663526, ""sampled_token"": ""1"", ""score"": 9.875000001324224}]",0.029623795000020436,590,2,
qwen3-4b,http://localhost:8000,0.0,0,dataset_v2.jsonl,30,routes_new_first.json,1f6d70be7c652d0514ee4809483afad17256e3b65f5e2126b1577ff3ec4139e8,independent-v1,logP(1)-logP(0),16,15,2026-09-04T12:22:21.798919+00:00,case_015,medium,"На /reports, в основном при больших отчётах.",CONTINUE,CONTINUE,True,3.5468752384185507,0.9719924858845032,"[{""completion_tokens"": 1, ""latency_sec"": 0.017633737999972254, ""logp_match"": -2.3841855067985307e-07, ""logp_no_match"": -15.296875, ""match_probability_binary"": 0.9999997726726956, ""name"": ""NEW"", ""prompt_tokens"": 304, ""relative_ranking_softmax"": 0.028007514115496963, ""sampled_token"": ""1"", ""score"": 15.29687476158145}, {""completion_tokens"": 1, ""latency_sec"": 0.02041190700003881, ""logp_match"": 0.0, ""logp_no_match"": -18.84375, ""match_probability_binary"": 0.9999999934496673, ""name"": ""CONTINUE"", ""prompt_tokens"": 292, ""relative_ranking_softmax"": 0.9719924858845032, ""sampled_token"": ""1"", ""score"": 18.84375}]",0.038045645000011064,596,2,
qwen3-4b,http://localhost:8000,0.0,0,dataset_v2.jsonl,30,routes_new_first.json,1f6d70be7c652d0514ee4809483afad17256e3b65f5e2126b1577ff3ec4139e8,independent-v1,logP(1)-logP(0),16,15,2026-09-04T12:22:21.798919+00:00,case_016,medium,Как создать нового пользователя через API?,NEW,NEW,True,7.968750008381903,0.9996540083997209,"[{""completion_tokens"": 1, ""latency_sec"": 0.017729700000018056, ""logp_match"": -0.005073173902928829, ""logp_no_match"": -5.286323070526123, ""match_probability_binary"": 0.99493966744756, ""name"": ""NEW"", ""prompt_tokens"": 297, ""relative_ranking_softmax"": 0.9996540083997209, ""sampled_token"": ""1"", ""score"": 5.281249896623194}, {""completion_tokens"": 1, ""latency_sec"": 0.0175149629999396, ""logp_match"": -2.753335475921631, ""logp_no_match"": -0.0658353641629219, ""match_probability_binary"": 0.06371498758495588, ""name"": ""CONTINUE"", ""prompt_tokens"": 285, ""relative_ranking_softmax"": 0.0003459916002791507, ""sampled_token"": ""0"", ""score"": -2.687500111758709}]",0.035244662999957654,582,2,
qwen3-4b,http://localhost:8000,0.0,0,dataset_v2.jsonl,30,routes_new_first.json,1f6d70be7c652d0514ee4809483afad17256e3b65f5e2126b1577ff3ec4139e8,independent-v1,logP(1)-logP(0),16,15,2026-09-04T12:22:21.798919+00:00,case_017,medium,Можно вместо графика вывести таблицу?,CONTINUE,CONTINUE,True,11.35937480488792,0.9999883404674103,"[{""completion_tokens"": 1, ""latency_sec"": 0.017275549000032697, ""logp_match"": -0.003953261766582727, ""logp_no_match"": -5.535203456878662, ""match_probability_binary"": 0.9960545939601573, ""name"": ""NEW"", ""prompt_tokens"": 299, ""relative_ranking_softmax"": 1.1659532589741868e-05, ""sampled_token"": ""1"", ""score"": 5.531250195112079}, {""completion_tokens"": 1, ""latency_sec"": 0.01719687000002068, ""logp_match"": 0.0, ""logp_no_match"": -16.890625, ""match_probability_binary"": 0.9999999538156595, ""name"": ""CONTINUE"", ""prompt_tokens"": 287, ""relative_ranking_softmax"": 0.9999883404674103, ""sampled_token"": ""1"", ""score"": 16.890625}]",0.03447241900005338,586,2,
qwen3-4b,http://localhost:8000,0.0,0,dataset_v2.jsonl,30,routes_new_first.json,1f6d70be7c652d0514ee4809483afad17256e3b65f5e2126b1577ff3ec4139e8,independent-v1,logP(1)-logP(0),16,15,2026-09-04T12:22:21.798919+00:00,case_018,medium,А как подключить новый MCP-инструмент?,NEW,CONTINUE,False,12.562499889056198,0.9999964991451971,"[{""completion_tokens"": 1, ""latency_sec"": 0.016795889000036368, ""logp_match"": -6.033649444580078, ""logp_no_match"": -0.002399662509560585, ""match_probability_binary"": 0.0023967313911954784, ""name"": ""NEW"", ""prompt_tokens"": 301, ""relative_ranking_softmax"": 3.5008548027982015e-06, ""sampled_token"": ""0"", ""score"": -6.0312497820705175}, {""completion_tokens"": 1, ""latency_sec"": 0.012518940000063594, ""logp_match"": -0.0014561536954715848, ""logp_no_match"": -6.532706260681152, ""match_probability_binary"": 0.9985449372169115, ""name"": ""CONTINUE"", ""prompt_tokens"": 289, ""relative_ranking_softmax"": 0.9999964991451971, ""sampled_token"": ""1"", ""score"": 6.531250106985681}]",0.029314829000099962,590,2,
qwen3-4b,http://localhost:8000,0.0,0,dataset_v2.jsonl,30,routes_new_first.json,1f6d70be7c652d0514ee4809483afad17256e3b65f5e2126b1577ff3ec4139e8,independent-v1,logP(1)-logP(0),16,15,2026-09-04T12:22:21.798919+00:00,case_019,medium,А если руководитель сейчас отсутствует?,CONTINUE,CONTINUE,True,4.624999999999545,0.9902915235185216,"[{""completion_tokens"": 1, ""latency_sec"": 0.017258566999998948, ""logp_match"": -9.536738616588991e-07, ""logp_no_match"": -13.906250953674316, ""match_probability_binary"": 0.999999086745198, ""name"": ""NEW"", ""prompt_tokens"": 307, ""relative_ranking_softmax"": 0.00970847648147844, ""sampled_token"": ""1"", ""score"": 13.906250000000455}, {""completion_tokens"": 1, ""latency_sec"": 0.017193904999999177, ""logp_match"": 0.0, ""logp_no_match"": -18.53125, ""match_probability_binary"": 0.9999999910467569, ""name"": ""CONTINUE"", ""prompt_tokens"": 295, ""relative_ranking_softmax"": 0.9902915235185216, ""sampled_token"": ""1"", ""score"": 18.53125}]",0.034452471999998124,602,2,
qwen3-4b,http://localhost:8000,0.0,0,dataset_v2.jsonl,30,routes_new_first.json,1f6d70be7c652d0514ee4809483afad17256e3b65f5e2126b1577ff3ec4139e8,independent-v1,logP(1)-logP(0),16,15,2026-09-04T12:22:21.798919+00:00,case_020,medium,А как назначить роль аналитика Иванову?,NEW,CONTINUE,False,6.921874761123036,0.9990149914681908,"[{""completion_tokens"": 1, ""latency_sec"": 0.01714804699997785, ""logp_match"": -3.0278701160568744e-05, ""logp_no_match"": -10.406280517578125, ""match_probability_binary"": 0.9999697580486899, ""name"": ""NEW"", ""prompt_tokens"": 318, ""relative_ranking_softmax"": 0.0009850085318091212, ""sampled_token"": ""1"", ""score"": 10.406250238876964}, {""completion_tokens"": 1, ""latency_sec"": 0.012647832999959974, ""logp_match"": 0.0, ""logp_no_match"": -17.328125, ""match_probability_binary"": 0.9999999701811482, ""name"": ""CONTINUE"", ""prompt_tokens"": 306, ""relative_ranking_softmax"": 0.9990149914681908, ""sampled_token"": ""1"", ""score"": 17.328125}]",0.029795879999937824,624,2,
qwen3-4b,http://localhost:8000,0.0,0,dataset_v2.jsonl,30,routes_new_first.json,1f6d70be7c652d0514ee4809483afad17256e3b65f5e2126b1577ff3ec4139e8,independent-v1,logP(1)-logP(0),16,15,2026-09-04T12:22:21.798919+00:00,case_021,medium,Сформируй новый отчёт по сотрудникам.,NEW,CONTINUE,False,5.7656253576192285,0.996876352513734,"[{""completion_tokens"": 1, ""latency_sec"": 0.01717713199991522, ""logp_match"": -4.172316494077677e-06, ""logp_no_match"": -12.390628814697266, ""match_probability_binary"": 0.9999958426337607, ""name"": ""NEW"", ""prompt_tokens"": 315, ""relative_ranking_softmax"": 0.003123647486266062, ""sampled_token"": ""1"", ""score"": 12.390624642380772}, {""completion_tokens"": 1, ""latency_sec"": 0.01693365099993116, ""logp_match"": 0.0, ""logp_no_match"": -18.15625, ""match_probability_binary"": 0.9999999869731082, ""name"": ""CONTINUE"", ""prompt_tokens"": 303, ""relative_ranking_softmax"": 0.996876352513734, ""sampled_token"": ""1"", ""score"": 18.15625}]",0.03411078299984638,618,2,
qwen3-4b,http://localhost:8000,0.0,0,dataset_v2.jsonl,30,routes_new_first.json,1f6d70be7c652d0514ee4809483afad17256e3b65f5e2126b1577ff3ec4139e8,independent-v1,logP(1)-logP(0),16,15,2026-09-04T12:22:21.798919+00:00,case_022,medium,А где изменить номер телефона в профиле?,NEW,CONTINUE,False,16.562499597668705,0.9999999358793686,"[{""completion_tokens"": 1, ""latency_sec"": 0.01726797499998156, ""logp_match"": -1.8309202194213867, ""logp_no_match"": -0.1746702641248703, ""match_probability_binary"": 0.16026603834399278, ""name"": ""NEW"", ""prompt_tokens"": 309, ""relative_ranking_softmax"": 6.412063141940496e-08, ""sampled_token"": ""0"", ""score"": -1.6562499552965164}, {""completion_tokens"": 1, ""latency_sec"": 0.017240111999967667, ""logp_match"": -3.576278118089249e-07, ""logp_no_match"": -14.90625, ""match_probability_binary"": 0.9999996640320198, ""name"": ""CONTINUE"", ""prompt_tokens"": 297, ""relative_ranking_softmax"": 0.9999999358793686, ""sampled_token"": ""1"", ""score"": 14.906249642372188}]",0.03450808699994923,606,2,
qwen3-4b,http://localhost:8000,0.0,0,dataset_v2.jsonl,30,routes_new_first.json,1f6d70be7c652d0514ee4809483afad17256e3b65f5e2126b1577ff3ec4139e8,independent-v1,logP(1)-logP(0),16,15,2026-09-04T12:22:21.798919+00:00,case_023,hard,"Да. А если попробовать через VPN, это может помочь?",CONTINUE,CONTINUE,True,5.968749999992724,0.9974490875786948,"[{""completion_tokens"": 1, ""latency_sec"": 0.0176508609999928, ""logp_match"": -3.814689989667386e-06, ""logp_no_match"": -12.468753814697266, ""match_probability_binary"": 0.9999961550649413, ""name"": ""NEW"", ""prompt_tokens"": 312, ""relative_ranking_softmax"": 0.002550912421305232, ""sampled_token"": ""1"", ""score"": 12.468750000007276}, {""completion_tokens"": 1, ""latency_sec"": 0.017303601999969942, ""logp_match"": 0.0, ""logp_no_match"": -18.4375, ""match_probability_binary"": 0.9999999901667861, ""name"": ""CONTINUE"", ""prompt_tokens"": 300, ""relative_ranking_softmax"": 0.9974490875786948, ""sampled_token"": ""1"", ""score"": 18.4375}]",0.03495446299996274,612,2,
qwen3-4b,http://localhost:8000,0.0,0,dataset_v2.jsonl,30,routes_new_first.json,1f6d70be7c652d0514ee4809483afad17256e3b65f5e2126b1577ff3ec4139e8,independent-v1,logP(1)-logP(0),16,15,2026-09-04T12:22:21.798919+00:00,case_024,hard,"Спасибо, вошёл. А уведомления как отключить?",NEW,CONTINUE,False,7.921875119060132,0.9996374099768712,"[{""completion_tokens"": 1, ""latency_sec"": 0.017434379999940575, ""logp_match"": -1.728519782773219e-05, ""logp_no_match"": -10.968767166137695, ""match_probability_binary"": 0.9999827684251963, ""name"": ""NEW"", ""prompt_tokens"": 314, ""relative_ranking_softmax"": 0.00036259002312885873, ""sampled_token"": ""1"", ""score"": 10.968749880939868}, {""completion_tokens"": 1, ""latency_sec"": 0.016926717999922403, ""logp_match"": 0.0, ""logp_no_match"": -18.890625, ""match_probability_binary"": 0.9999999937496289, ""name"": ""CONTINUE"", ""prompt_tokens"": 302, ""relative_ranking_softmax"": 0.9996374099768712, ""sampled_token"": ""1"", ""score"": 18.890625}]",0.03436109799986298,616,2,
qwen3-4b,http://localhost:8000,0.0,0,dataset_v2.jsonl,30,routes_new_first.json,1f6d70be7c652d0514ee4809483afad17256e3b65f5e2126b1577ff3ec4139e8,independent-v1,logP(1)-logP(0),16,15,2026-09-04T12:22:21.798919+00:00,case_025,hard,После перехода мои сохранённые отчёты останутся?,CONTINUE,CONTINUE,True,4.2656254768370445,0.9861513962965145,"[{""completion_tokens"": 1, ""latency_sec"": 0.0170663629999126, ""logp_match"": -4.768370445162873e-07, ""logp_no_match"": -14.6875, ""match_probability_binary"": 0.9999995818810775, ""name"": ""NEW"", ""prompt_tokens"": 312, ""relative_ranking_softmax"": 0.013848603703485438, ""sampled_token"": ""1"", ""score"": 14.687499523162955}, {""completion_tokens"": 1, ""latency_sec"": 0.01703018399996381, ""logp_match"": 0.0, ""logp_no_match"": -18.953125, ""match_probability_binary"": 0.9999999941283197, ""name"": ""CONTINUE"", ""prompt_tokens"": 300, ""relative_ranking_softmax"": 0.9861513962965145, ""sampled_token"": ""1"", ""score"": 18.953125}]",0.03409654699987641,612,2,
